#misspelt	corrected	error-category
نگوهش	نکوهش	1
نیاتي	نباتي	1
نیبايد	نبايد	1
نیس	نیز	1
نیوده	نبوده	1
هاد	حاد	1
هالی	حالی	1
هاوي	حاوي	1
هت	جهت	1
هتدي	هندي	1
هتمن	حتما	0
هت‏	جهت‏	1
هجزت	هجرت	1
هدذر	هدر	1
هدلف	هدف	1
هذر	هدر	1
هرار	هزار	1
هرام	حرام	1
هراه	همراه	1
هربرنامه	هر برنامه	2
هربسته‌اي	هر بسته‌اي	2
هرجاي	هر جاي	2
هرجح	هرج	1
هردو	هر دو	2
هررمز	هر رمز	2
هرشبكه	هر شبكه	2
هرصفحه	هر صفحه	2
هرطرف	هر طرف	2
هركدام	هر كدام	2
هرمال	هر مال	2
هرمزکان	هرمزگان	1
هرمنو	هر منو	2
هروفت	هر وقت	0
هروفت	هر وقت	1
هروقت	هر وقت	2
هريق	حريق	1
هريك	هر يك	2
هرينه	هزينه	1
هرچا	هر جا	0
هرچيزي	هر چيزي	2
هرکت	حرکت	1
هرکز	هرگز	1
هرگونه	هر گونه	2
هز	هر	1
هزبنه	هزینه	1
هزمان	همزمان	1
هزه	هرزه	1
هزيبنه	هزينه	1
هزيته‌ي	هزينه‌ي	1
هزيستي	همزيستي	1
هزينههاى	هزينه هاى	2
هزينه‌ةاي	هزينه‌هاي	1
هساه‌اي	هسته‌اي	1
هستد	هستند	1
هستندو	هستند و	2
هستنهد	هستند	1
هستوگرامهاي	هیستوگرام‌هاي	1
هسنتند	هستند	1
هشتند	هستند	1
هضينه	هزينه	1
هعيچ	هيچ	1
هفه‌نامه‌اي	هفته‌نامه‌اي	1
هقتگانه	هفتگانه	1
هلاوه	علاوه	1
هلقه	حلقه	1
هم راه	همراه	0
هم سایگان	همسایگان	0
هم چنين	همچنين	0
هما طور	همانطور	1
هماخنگي	هماهنگي	1
هماند	همانند	1
هماه	همراه	1
همبن	همین	1
همبه	هم به	2
همجنين	همچنين	1
همجون	همچون	1
همراحان	همراهان	1
همراهبا	همراه با	2
همره	همزه	1
همريستي	همزيستي	1
همشايه	همسايه	1
همكاربشان	همكاریشان	1
همكارياي	همكاريهاي	1
همكاريیهاي	همكاريهاي	1
هملن	همان	1
همم	هم	1
هممانند	همانند	1
همني	همین	3
همهي	همه‏ي	1
هميسه	هميشه	1
هميمن	همين	1
همينمساله	همين مساله	2
هميیاريهاى	همیاريهاى	1
همپيمان	هم پيمان	2
همچتين	همچنين	1
همچناکه	همچنانکه	1
همچوشاني	همپوشاني	1
همکرايي	همگرايي	1
همکي	همگي	1
هناره	هماره	1
هنتد	هند	1
هنكام	هنگام	1
هنوزهم	هنوز هم	2
هنچنين	همچنين	1
هنگقتي	هنگفتي	1
هو ا	هوا	0
هواره	همواره	1
هواسار	هواساز	1
هواپيمتاي	هواپيماي	1
هوبتي	هویتي	1
هوز	هنوز	1
هوساز	هواساز	1
هونم	خونم	1
هويت‌شاز	هويت‌ساز	1
هيا	های	3
هيا	هيات	1
هياتي	حياتي	1
هياي	هایي	3
هيج	هيچ	1
هيجچ	هيچ	1
هيجگاه	هيچگاه	1
هيدرليك	هيدروليك	1
هيچوجه	هيچ وجه	2
هيچچيز	هيچ چيز	2
هچنين	همچنين	1
و ارد	وارد	0
و ب	وب	0
و باخواران	رباخواران	1
و جود	وجود	0
و حي	وحي	0
و سيع	وسيع	0
و لتاژ	ولتاژ	0
و لي	ولي	0
وئاقع	واقع	1
وئدئويي	ویدئويي	1
وئرامين	ورامين	1
وابزار	و ابزار	2
وابست	وابسته	1
وابشته	وابسته	1
وابط	روابط	1
واتاژ	ولتاژ	1
واتكاء	و اتكاء	2
واجتماعي	و اجتماعي	2
واجراي	و اجراي	2
واحسان	و احسان	2
واخدها	واحدها	1
وارس	وارث	1
واز	و از	2
وازة	واژه	1
واستهاي	واسطهاي	1
واسراييل	و اسراييل	2
واشخاص	و اشخاص	2
واشطه	واسطه	1
واصح	واضح	1
واطفاء	و اطفاء	2
واعراب	و اعراب	2
واغقع	واقع	1
وافتاد	و افتاد	2
وافعا	واقعا	1
واقعیيت	واقعيت	1
واقغي	واقعي	1
واقه	واقع	1
والين	اولين	3
وامروزه	و امروزه	2
واميدارند	وا مي دارند	0
وامين	ورامين	1
وانفعالات	و انفعالات	2
واوج	و اوج	2
واوطلبانيه	داوطلبانيه	1
وايانس	واريانس	1
واين	و اين	2
واينكه	و اينكه	2
واگر	و اگر	2
واگنش	واکنش	1
وباعث	و باعث	2
وبدئو	ویدئو	1
وبراي	و براي	2
وبرنامه	و برنامه	2
وبعدها	و بعدها	2
وبلوچستان	و بلوچستان	2
وبندوز	ویندوز	1
وبه	و به	2
وبيژه	ويژه	1
وبژه	ویژه	1
وبیدويي	ویدويي	1
وتبديل	و تبديل	2
وتجهيزات	و تجهيزات	2
وتحليل	و تحليل	2
وتصور	و تصور	2
وتنظيم	و تنظيم	2
وتوانايي	و توانايي	2
وتوسعه	و توسعه	2
وتوسيه	و توصيه	0
وتوصيه	و توصيه	2
وتيغه	و تيغه	2
وجخه	وجخه	1
وجمله	و جمله	2
وجوددارد	وجود دارد	2
وجودداشت	وجود داشت	2
وجوذ	وجود	1
وحتي	و حتي	2
وحداكثر	و حداكثر	2
وحست	وحشت	1
وحشت ناک	وحشتناک	0
وحشتنكي	وحشتناكي	1
وحشیانه‏تربن	وحشیانه‏ترین	2
وحمايت	و حمايت	2
وخط	و خط	2
وخط كش	و خط كش	2
وخيالات	و خيالات	2
ودر	و در	2
ودرگيري	و درگيري	2
ودقت	و دقت	2
وديگري	و ديگري	2
ورابط	روابط	3
وردي	ورودي	1
ورزبده‌ترين	ورزیده‌ترين	1
ورزن	وزن	1
ورشی	ورزشی	1
ورن	وزن	1
ورند	روند	3
ورنى	وزنى	1
ورودبه	ورود به	2
ورودهن	و رودهن	2
وروديها ي	وروديهاي	0
وري	روي	3
وزات	وزارت	1
وزازت	وزارت	1
وزبران	وزیران	1
وزرند	ورزند	1
وزشي	ورزشي	1
وزع	وضع	1
وزود ي	ورودي	1
وزيرداخلي	وزير داخلي	2
وزيركشور	وزير كشور	2
وزيپ	و زيپ	2
وساير	و ساير	2
وسایله	وسیله	1
وسبع	وسیع	1
وسبله	وسیله	1
وسران	و سران	2
وسسيله	وسيله	1
وسل	وصل	1
وسله	وسیله	1
وسول	وصول	1
وسيال	وسایل	1
وسيعبي	وسيعي	1
وسيلیه	وسيله	1
وسيمان	و سيمان	2
وسیلیه	وسیله	1
وشركت	و شركت	2
وشود	شود	1
وصط	وسط	1
وصیعت	وصیت	1
وضعيبت	وضعيت	1
وظارت	وزارت	1
وظع	وضع	1
وظيف	وظيفه	1
وظيفهاش	وظيفه اش	2
وعرضشان	و عرضشان	2
وعلامت	و علامت	2
وغوع	وقوع	2
وغيره	و غيره	2
وفايع	وقايع	1
وفت	وقت	1
وفتي	وقتي	1
وفلور	وفور	1
وفوع	وقوع	1
وقابع	وقایع	1
وقابیع	وقایع	1
وقايغي	وقايعی	1
وقتيی	وقتي	1
وقراردادهاي	و قراردادهاي	2
وقني	وقتي	1
وقو	وقوع	1
وقوغ	وقوع	1
وكاذب	و كاذب	2
وكانادا	كانادا	1
وكانادا	و كانادا	2
وكاهش	و كاهش	2
وكليه	و كليه	2
ولاين	و لاين	2
ولتار	ولتاژ	1
ولتاز	ولتاژ	1
ولزوم	و لزوم	2
ولناژي	ولتاژي	1
ولياگر	ولي اگر	2
وم	وام	1
ومأخذ	و ماخذ	0
وماسه	و ماسه	2
وماشينها	و ماشينها	2
ومحدود	و محدود	2
ومديراني	و مديراني	2
ومشكل	و مشكل	2
ومطمئن	و مطمئن	2
ومعرفي	و معرفي	2
ومعني	و معني	2
ومفهوم	و مفهوم	2
وملنگ	و ملنگ	2
ومهم	و مهم	2
ومهمتر	و مهمتر	2
ومواضع	و مواضع	2
ون	وزن	1
وند	ر‌وند	1
ونسبت	و نسبت	2
ونظري	و نظري	2
ونمونه گيري	و نمونه گيري	0
ونهايتا	و نهايتا	2
ونيمه‌ي	و نيمه‌ي	2
وهميشه	و هميشه	2
وهمچنين	و همچنين	2
وهواي	و هواي	2
ووحدت	وحدت	1
وود	ورود	1
ووقتي	و وقتي	2
ويئويي	ويدئويي	1
ويا	و يا	2
ويا	يا	2
ويبلايي	ويلايي	1
ويتدوز	ويندوز	1
ويدئوسه	ويدئو سه	1
ويدئويیي	ويدئويي	1
ويدوئويي	ويدئويي	1
ويدوز	ويندوز	1
ويزان	ويران	1
ويزه	ويژه	1
ويزوال	ويژوال	1
ويزگي	ويژگي	1
ويك	و يك	2
ويندز	ويندوز	1
ويندويز	ويندوز	1
ويژگهاي	ويژگیهاي	1
وپس	و پس	2
وچود	وجود	1
وگاهي	و گاهي	2
وگذار	و گذار	1
وگرم	و گرم	2
وگوني	و گوني	2
ویزران	وزیران	3
ویزه	ویژه	1
ویسيله	وسيله	1
ویيدئو	ويدئو	1
يا س	ياس	0
يا-	ياد	1
يااثراتي	يا اثراتي	2
يابه	يا به	2
ياجانبي	يا جانبي	2
ياد داشت	يادداشت	0
يادآوي	يادآوري	1
يادتر	زيادتر	1
يادر	يا در	2
ياديگري	يادگیري	1
يادگرفتن	ياد گرفتن	2
ياز	يار	1
ياسوح	ياسوج	1
ياسوراخ	يا سوراخ	2
ياشند	باشند	1
ياقت	يافت	1
ياكليك	يا كليك	2
يامبر	پيامبر	1
يبك	يك	1
ير	بر	1
يران	ايران	1
يز	نیز	1
يغني	يعني	1
يكاز	يك از	2
يكبارچه	يكپارچه	1
يكبرنامه	يك برنامه	2
يكبي	يكي	1
يكجاده	یک جاده	2
يكحدفاصل	يك حدفاصل	2
يكدر	يك در	2
يكديبگر	يكديگر	1
يكساننسيت	يكسان نسيت	2
يكطرفه	يك طرفه	2
يككتبا خانه	يك كتابخانه	0
يكنا	يكتا	1
يكهزار	يك هزار	2
يكیي	يكی	1
يناز	نیاز	3
يه	به	1
يه	یک	1
يهود يان	يهوديان	0
يهودبان	يهودیان	1
يهودباني	يهودیاني	1
يهوديبان	يهوديان	1
يهوذيان	يهوديان	1
يهويان	يهوديان	1
يو نيكس	يونيكس	0
يوديان	يهوديان	1
يوناتي	يوناني	1
يگ	يک	1
يگسو	يکسو	1
پا يان	پايان	0
پاامترهاي	پارامترهاي	1
پابگاه	پایگاه	1
پاتصدمين	پانصدمين	1
پاخسخ	پاسخ	1
پادساه	پادشاه	1
پارافبين	پارافين	1
پاراه‌اي	پاره‌اي	1
پارتيزاتي	پارتيزاني	1
پارجه	پارچه	1
پارلمماني	پارلماني	1
پارلنان	پارلمان	1
پاريشن	پارتيشن	1
پارگ	پارک	1
پازچه	پارچه	1
پاشخ	پاسخ	1
پاكستا	پاكستان	1
پاكسنان	پاكستان	1
پاكسیتان	پاكستان	1
پاكنستان	پاكستان	1
پالاستيكي	پلاستيكي	1
پانردهم	پانزدهم	1
پانزدهمتا	پانزدهم تا	2
پايات	پايان	1
پايبه	پايه	1
پايتحت	پايتخت	1
پايدا	پايدار	1
پايهگذاري	پايه گذاري	2
پايه‌اس	پايه‌اش	1
پايه‌گدار	پايه‌گذار	1
پايگا	پايگاه	1
پاک نویس	پاکنویس	0
پبام	پیام	1
پبامبر	پیامبر	1
پبامدهاي	پیامدهاي	1
پبامها	پیامها	1
پبرو	پیرو	1
پبش	پیش	1
پبشباز	پیشباز	1
پبيش	پيش	1
پبيشرفت	پيشرفت	1
پبيچ	پيچ	1
پبچ	پیچ	1
پجت	پخت	1
پجره	پنجره	1
پجش	پخش	1
پخهلوي	پهلوي	1
پدربزرک	پدربزرگ	1
پديداي	پديده اي	0
پديد‌ها	پديده ها	0
پذيرقته	پذيرفته	1
پذيزم	پذيرم	1
پذيزي	پذيري	1
پربز	پریز	1
پرتئين	پروتئين	1
پرحیز	پرهیز	1
پرخظر	پرخطر	1
پرداجت	پرداخت	1
پرداحت	پرداخت	1
پرداختهشود	پرداخته شود	2
پرداخته‏انربا	پرداخته‏اند ربا	0
پردارد	پردازد	1
پرداش	پردازش	1
پررنگ	پر رنگ	2
پرروردگار	پروردگار	1
پرستوحا	پرستوها	1
پرسوها	پرستوها	1
پرشكي	پزشكي	1
پرشين	برشين	1
پرفشارتعريف	پرفشار تعريف	2
پرندکان	پرندگان	1
پرنفود	پرنفوذ	1
پروبئين	پروتئين	1
پروتیئين	پروتئين	1
پرورسه	پروسه	1
پرونكل	پروتكل	1
پرونه	پرونده	1
پرچجم	پرچم	1
پزداخت	پرداخت	1
پزشسكي	پزشكي	1
پزواك	پژواك	1
پزوهش	پژوهش	1
پزوهشي	پژوهشي	1
پزيرد	پذيرد	1
پزيرش	پذيرش	1
پزیرایی	پذیرایی	1
پستون	پیستون	1
پستيبان	پشتيبان	1
پستيباني	پشتيباني	1
پسشته	پشته	1
پسنيد	پسنديد	1
پش	پشت	1
پشانده	پوشانده	1
پشتبان	پشتیبان	1
پشتكم	پشت كم	2
پشيمانن	پشيمان	1
پفرمان	فرمان	1
پكسازي	پاكسازي	1
پلارينه	پلاريته	1
پلاكن	پلكان	1
پلبيتر	پليتر	1
پلهباشند	پله باشند	2
پمپاز	پمپاژ	1
پنجر‌اي	پنجره‌اي	1
پنجه‌رني	پنجه‌زني	1
پنله	پنبه	1
پنوي	پتوي	1
پنين	چنين	1
پنچ	پنج	1
پنچم	پنجم	1
پهاو	پهلو	1
پوبتان	پولتان	1
پوت	پورت	1
پودز	پودر	1
پوسشي	پوشي	1
پوسوت	پوست	1
پوسي	پوشي	1
پوشبنه	پوشینه	1
پوشتي	پشتي	1
پويس	پويش	1
پياد	پيدا	3
پيان	پيام	1
پياچي	پياپي	1
پيجيده	پيچيده	1
پيداكنند	پيدا كنند	2
پيراهنس	پيراهنش	1
پيرزوزي	پيروزي	1
پيرزي	پيروزي	1
پيرورر	پيروز	0
پيسگام	پيشگام	1
پيشتون	پيستون	1
پيشرقته	پيشرفته	1
پيشنها دهاي	پيشنهادهاي	0
پيشنهادداد	پيشنهاد داد	2
پيش‌ليني‌ترين	پيش‌بيني‌ترين	1
پيكنيد	پكنيد	1
پينهاد	پيشنهاد	1
پيودي	پيوندي	1
پيوسنه	پيوسته	1
پيوندد	پيوند	1
پيوني	پيوندي	1
پيچيبدگي	پيچيدگي	1
پيچيده‌نر	پيچيده‌تر	1
پيکرد	پي کرد	2
پيگانها	پيکانها	1
پيگسلي	پيکسلي	1
پچس	پس	1
پچوشيده	پوشيده	1
پژوحشي	پژوهشي	1
پژوخشي	پژوهشي	1
پژوهس	پژوهش	1
پی مودن	پیمودن	0
پیجویی	پی جویی	2
پیند	بیند	1
چابخانه	چاپخانه	1
چابگي	چابکي	1
چادرر	چادر	1
چار	چهار	1
چاراگراف	پاراگراف	1
چارجوب	چارچوب	1
چاري	جاری	1
چارچو ب	چارچوب	0
چاشيده	پاشيده	1
چاكستان	پاكستان	1
چايان	پايان	1
چاپخوانه‌ي	چاپخانه‌ي	1
چاپگره	چاپگرها	1
چاپگرهابي	چاپگرهایي	1
چبزي	چیزي	1
چبن	چین	1
چجيزي	چيزي	1
چداني	چنداني	1
چديد	پديد	1
چذيرش	پذيرش	1
چربكي	چریكي	1
چرخواندن	چرخاندن	1
چرداختند	پرداختند	1
چرعت	جرات	0
چره	چهره	1
چرهشي	چرخشي	1
چروتكل	پروتكل	1
چروژه	پروژه	1
چروگيده	چروکيده	1
چسان	چسبان	1
چشمان	چشممان	1
چشنگيري	چشمگيري	1
چغنر	چغندر	1
چمدين	چندين	1
چمى	مى	1
چنج	پنج	1
چندبن	چندین	1
چندصدساله	چند صد ساله	0
چندنين	چندين	1
چنس	جنس	1
چه نین	چنین	0
چهارمنين	چهارمين	1
چهاروم	چهارم	1
چهاز	چهار	1
چهاصدمين	چهارصدمين	1
چهام	چهارم	1
چهاني	جهاني	1
چهانگردي	جهانگردي	1
چهرآریایی	چهره آرایی	0
چهلوي	پهلوي	1
چوز	جز	0
چوشش	پوشش	1
چويژگى	ويژگى	1
چيامبر	پيامبر	1
چيبدن	چيدن	1
چيبز	چيز	1
چيروزي	پيروزي	1
چيرى	چيزى	1
چيري	چيزي	1
چيزيرا	چيزي را	2
چيسن	چيست	1
چيشين	پيشين	1
چيكربندي	پيكربندي	1
چکدین	چکیدن	3
چکونه	چگونه	1
چگان	چوگان	1
چگونه گی	چگونگی	0
چگونکي	چگونگي	1
چی یزی	چیزی	2
ژض	فیض	0
ژنتبكي	ژنتیكي	1
ژنرلال	ژنرال	1
کامهاي	گامهاي	1
کامي	گامي	1
کاهي	گاهي	1
کتابما	کتابها	1
کدند	كردند	1
کذاشت	گذاشت	1
کذشته‌اي	گذشته‌اي	1
کرا	گرا	1
کرايش	گرايش	1
کردت	کردن	1
کردمخودمان	کردم خودمان	1
کرفت	گرفت	1
کرفته	گرفته	1
کروه	گروه	1
کروههاي	گروههاي	1
کرگر	کارگر	1
کزارش	گزارش	1
کسترش	گسترش	1
کشود	گشود	1
کشی	کسی	1
کلوله	گلوله	1
کلويي	گلويي	1
کمارد	گمارد	1
کناب	کتاب	1
کنجانده	گنجانده	1
کودگانه	کودکانه	1
کوش	گوش	1
کوشیند	کوشند	1
کوند	کند	1
کونه‌اي	گونه‌اي	1
کويند	گويند	1
گاج	تاج	1
گار	گاز	1
گارآيي	كارآيي	1
گاربران	کاربران	1
گارها	گازها	1
گاضافه	اضافه	1
گامل	کامل	1
گاهان	گیاهان	1
گاهش	کاهش	1
گباهان	گیاهان	1
گبرد	گیرد	1
گبرند	گیرند	1
گبگا	گیگا	1
گجاي	کجاي	1
گداشته	گذاشته	1
گدر	گذر	1
گدرانده	گذرانده	1
گدشته	گذشته	1
گذازد	گذارد	1
گذاست	گذاشت	1
گذاسته	گذاشته	1
گذاشتت	گذاشت	1
گذاشنتد	گذاشتند	3
گذاشنم	گذاشتم	1
گذست	گذشت	1
گذسته	گذشته	1
گذشش	گذشت	1
گذينش	گزينش	1
گذیند	گزینند	0
گذینند	گزینند	1
گرايس	گرايش	1
گرايسهاي	گرايشهاي	1
گرايي	گرمايي	1
گراید	کراید	1
گرد د	گردد	0
گرد يد	گرديد	0
گردادني	گرداني	1
گرددكه	گردد كه	2
گردراني	گرداني	1
گرديذه	گرديده	1
گرذديد	گرديد	1
گرذيده	گرديده	1
گرفتهو	گرفته و	2
گرفنه	گرفته	1
گرقت	گرفت	1
گرقته	گرفته	1
گرمايس	گرمايش	1
گرنا	گرما	1
گروه‌هي	گروهي	0
گريحتند	گريختند	1
گزار	گذار	1
گزارد	گذارد	1
گزارم	گذارم	1
گزاش	گزارش	1
گزفته	گرفته	1
گزمايشي	گرمايشي	1
گسترد‌تر	گسترده‌تر	1
گسترس	گسترش	1
گستش	گسترش	1
گسخته	گسیخته	1
گسنرش	گسترش	1
گسيحت	گسيخت	1
گسيحتگي	گسيختگي	1
گشترده	گسترده	1
گشتی	کشتی	1
گشور	کشور	1
گف	کف	1
گفترا	گفتار	3
گفته‌هي	گفته‌هاي	1
گفنتمان	گفتمان	1
گفنه	گفته	1
گلاس	کلاس	1
گلبرک	گلبرگ	1
گليك	کليك	1
گمر	کمر	1
گمك	کمك	1
گنئم	گندم	1
گنجايس	گنجايش	1
گندمكاري	گندم كاري	2
گنم	گندم	1
گنند	کنند	1
گهان	گناهان	0
گهوار	گهواره	1
گوته‌اي	گونه‌اي	1
گوتيا	گونيا	1
گودبرداري	گود برداري	2
گودنرين	گودترين	1
گورهی	گروهی	3
گورو	گروه	0
گوشیدن	کوشیدن	1
گوشیدند	کوشیدند	1
گونهاي	گونه اي	2
گونيلي	گونياي	1
گوهى	کوهى	1
گوچک	کوچک	1
گياهاتي	گياهاني	1
گيباه	گياه	1
گيح	گيج	1
گيرتد	گيرند	1
گيرندگانودند	گيرندگان بودند	0
گيزان	گريزان	1
گیترده‌تر	گسترده‌تر	1
گیریی	گیریم	1
گییرد	گیرد	1
یاداشت	یادداشت	1
یاز	باز	1
یازگشتي	بازگشتي	1
یاشد	باشد	1
یاكن	ساكن	1
یالا	بالا	1
یالايي	بالايي	1
یام	بام	1
یان	این	3
یبين	بين	1
یتوان	بتوان	1
یخصوص	بخصوص	1
یداد	داد	1
یدن	بدن	1
یر	بر	1
یراساس	براساس	1
یراي	براي	1
یرستوها	پرستوها	1
یروتمند	ثروتمند	1
یرگشتي	برگشتي	1
یسزايي	بسزايي	1
یطوح	سطوح	1
یلافاصله	بلافاصله	1
یلور	بلور	1
یمتانان	سیمبانان	0
یمزان	میزان	3
یه	به	1
یو	بو	1
یودن	بودن	1
یوده	بوده	1
یوستر	بوستر	1
یويژه	بويژه	1
یپدا	پیدا	3
‌خاندند	‌خواندند	1
‌هركس	‌هر كس	2
‌هها	ها	1
